,vulnName,changeset,CVE,BID,BugzillaOpendate,reporttime,patchrelease
1299,1395138,359f2f4a8a6c d32fe6bfb80f,CVE-2017-7826,101832,2017-08-30,2017-11-14,2017-11-14
1300,1395246,4d7a8d001f08 2eaf4e5e4dff,CVE-2018-5187,104556,2017-08-30,2018-06-26,2018-06-26
1301,1395598,298699310b26 4e46cd56c813,CVE-2017-7810,101054,2017-08-31,2017-09-28,2017-09-28
1302,1395919,66023b60b9aa 90cac1d73acc,CVE-2017-7811,101057,2017-09-01,2017-09-28,2017-09-28
1303,1396320,3bf241aaf148 879a566e2a14,CVE-2017-7823,101059,2017-09-02,2017-09-28,2017-09-28
1304,1399400,02d457ace9bb,CVE-2018-5098,102783,2017-09-13,2018-01-23,2018-01-23
1305,1399520,7e079f24b9fe,CVE-2018-5089,102783,2017-09-13,2018-01-23,2018-01-23
1306,1399922,b030607a3ddb eea4ead4541f,CVE-2017-7827,101832,2017-09-14,2017-11-14,2017-11-14
1307,1400003,6ad5b916c965 238145ba52b8,CVE-2017-7826,101832,2017-09-14,2017-11-14,2017-11-14
1308,1400563,34d3173eb662 29e0b65615c7 ac78ac3218b1,CVE-2019-11710,109081,,2019-07-09,2019-07-09
1309,1401339,ebd3c3b2d644 fe72a46992c1,CVE-2017-7836,101832,2017-09-19,2017-11-14,2017-11-14
1310,1401420,32eb992ba469 14190aa23ce6 2164d769710e 14fe3196aa1e 8f3f409faf2f,CVE-2018-5090,102786,2017-09-19,2018-01-23,2018-01-23
1311,1401804,60fdac23fbc5 56083ad02b19 d0134315fc7d acd879464984,CVE-2017-7826,101832,2017-09-20,2017-11-14,2017-11-14
1312,1402363,fcefba24074f 2773796df8a3 37d18f6628dc e28505bd7c04,CVE-2017-7835,101832,2017-09-22,2017-11-14,2017-11-14
1313,1402372,04a4d110a17e,CVE-2017-7845,102115,2017-09-22,2017-12-07,2017-12-07
1314,1402876,c1a158ca2b1c f06912ba5bb7,CVE-2017-7827,101832,2017-09-25,2017-11-14,2017-11-14
1315,1403646,296e1b4704de 2f1496c1455f,CVE-2017-7827,101832,2017-09-27,2017-11-14,2017-11-14
1316,1404636,bba4a6269557 74d76655c919 00e60f48b78d,CVE-2017-7826,101832,2017-09-30,2017-11-14,2017-11-14
1317,1406154,5c8d4905c2bd b3c9f9d54ebd,CVE-2017-7827,101832,2017-10-05,2017-11-14,2017-11-14
1318,1406398,c2cecb6d6f9b 7eac5fd072cb,CVE-2017-7826,101832,2017-10-06,2017-11-14,2017-11-14
1319,1407032,2fb069813d83 7d510c1177b8,CVE-2017-7827,101832,2017-10-09,2017-11-14,2017-11-14
1320,1407751,2f76e40db328 95e2671a811d,CVE-2017-7826,101832,2017-10-11,2017-11-14,2017-11-14
1321,1408017,6df68bc48a0d,CVE-2018-5089,102783,2017-10-12,2018-01-23,2018-01-23
1322,1408276,37ce6e1e2115 1b27196751a8 cda8fcf76af1,CVE-2018-5089,102783,2017-10-12,2018-01-23,2018-01-23
1323,1408412,996616295128 aaf54dce048a c0467da2b62e,CVE-2017-7826,101832,2017-10-13,2017-11-14,2017-11-14
1324,1409440,52c14d32d981 e724c32284b2,CVE-2018-5150,104136,2017-10-17,2018-05-09,2018-05-09
1325,1409951,b0a3a621f5c8 4fdfde11bc65,CVE-2018-5089,102783,2017-10-18,2018-01-23,2018-01-23
1326,1410106,8a46aeb0b562 55236000eb15,CVE-2017-7843,102039 102112,2017-10-19,2017-11-29,2017-11-29
1327,1410134,ffab26e34d92 b6d37f26c25b,CVE-2018-5089,102783,2017-10-19,2018-01-23,2018-01-23
1328,1410140,3d2a3e89c197,CVE-2018-5090,102786,2017-10-19,2018-01-23,2018-01-23
1329,1411415,61ca8af8e313,CVE-2018-5150,104136,2017-10-24,2018-05-09,2018-05-09
1330,1411631,e195ac70ab16,CVE-2018-5090,102786,2017-10-25,2018-01-23,2018-01-23
1331,1412081,26163df1083e 9ec0f327c5ef dd493fc5f6a7 5b05309eb9be,CVE-2017-16541,101665,2017-10-26,2017-11-03,2018-09-05
1332,1412313,7cc3c1afc8ce,CVE-2018-5090,102786,2017-10-27,2018-01-23,2018-01-23
1333,1412420,26d3df5b58fb 3b4d18da6b10,CVE-2018-5089,102783,2017-10-27,2018-01-23,2018-01-23
1334,1412646,202ff4e53892 ec25006fd49d,CVE-2018-5090,102786,2017-10-29,2018-01-23,2018-01-23
1335,1412648,41566b43f974,CVE-2018-5090,102786,2017-10-29,2018-01-23,2018-01-23
1336,1412653,43ccb7de1afe 6596b8c168f5 935393b713cb,CVE-2018-5090,102786,2017-10-29,2018-01-23,2018-01-23
1337,1412882,e96eaa660300 b403d2659f77,CVE-2018-5186,104557,2017-10-30,2018-06-26,2018-06-26
1338,1412942,b5490c8cf899,CVE-2018-5090,102786,2017-10-30,2018-01-23,2018-01-23
1339,1413841,707c38afa7a3 9db3839609e0,CVE-2018-5122,102786,2017-11-02,2018-01-23,2018-01-23
1340,1413857,76f2e2460674,CVE-2018-5090,102786,2017-11-02,2018-01-23,2018-01-23
1341,1414452,157a15cd5ecc 88bd9da5a396,CVE-2018-5089,102783,2017-11-03,2018-01-23,2018-01-23
1342,1414829,f67de31985d9 7df36a12113a 22b0467a2aaa 1330aa85e306,CVE-2018-5187,104556,2017-11-06,2018-06-26,2018-06-26
1343,1415158,e09c9404d417 8a961366b952,CVE-2018-5090,102786,2017-11-07,2018-01-23,2018-01-23
1344,1415291,622c05a8e7a1 70d5016333a4,CVE-2018-5093,102786,2017-11-07,2018-01-23,2018-01-23
1345,1415582,833205c1f498 7bea6415eb77,CVE-2018-5089,102783,2017-11-08,2018-01-23,2018-01-23
1346,1415598,94f1fb1043a8 ff2ac648087a,CVE-2018-5089,102783,2017-11-08,2018-01-23,2018-01-23
1347,1415770,a6f2cfeca8d2 aeba27461376,CVE-2018-5090,102786,2017-11-08,2018-01-23,2018-01-23
1348,1415883,2467d71d0e0d 701bfdada717,CVE-2018-5094,102786,2017-11-09,2018-01-23,2018-01-23
1349,1416519,1fc555642f58 e0f6a964492d,CVE-2018-5090,102786,2017-11-11,2018-01-23,2018-01-23
1350,1416523,5fc563433fcf 367b18b6007b,CVE-2018-5126,103386,2017-11-11,2018-03-13,2018-03-13
1351,1416529,2ef6e47e1087 8463e0614769,CVE-2018-5125,103388,2017-11-11,2018-03-13,2018-03-13
1352,1416799,9ae3f1f6994b 5f8bf703e8cd,CVE-2018-5090,102786,2017-11-13,2018-01-23,2018-01-23
1353,1416940,b3c09d836a8b,CVE-2018-5126,103386,2017-11-13,2018-03-13,2018-03-13
1354,1417405,a92a2a4fa4fb fb7969babb00,CVE-2018-5100,102786,2017-11-15,2018-01-23,2018-01-23
1355,1417661,2be23298d487 e4d5dee66910,CVE-2018-5101,102786,2017-11-15,2018-01-23,2018-01-23
1356,1418854,3e425d2e71df 4186bb70043e,CVE-2018-5089,102783,2017-11-19,2018-01-23,2018-01-23
1357,1418966,f5ea86116d56 32bb2e9efd34,CVE-2018-5090,102786,2017-11-20,2018-01-23,2018-01-23
1358,1419166,8417a124b2f4,CVE-2018-5136,103386,2017-11-20,2018-03-13,2018-03-13
1359,1419363,e0a21cc26e07 244cb01f9036,CVE-2018-5102,102783,2017-11-21,2018-01-23,2018-01-23
1360,1419373,d1c67d1afe26,CVE-2018-5186,104557,2017-11-21,2018-06-26,2018-06-26
1361,1421324,4ccefbbbb1c3 e3fc217044d7,CVE-2018-5114,102786,2017-11-28,2018-01-23,2018-01-23
1362,1421963,82f6a0139402,CVE-2018-5126,103386,2017-11-30,2018-03-13,2018-03-13
1363,1423086,f5855487cb44,CVE-2018-5091,102783,2017-12-04,2018-01-23,2018-01-23
1364,1423159,689357a93948 7e553ba7c247,CVE-2018-5103,102783,2017-12-05,2018-01-23,2018-01-23
1365,1423770,71637b33eae2 c4f1df0162ae,CVE-2018-5090,102786,2017-12-06,2018-01-23,2018-01-23
1366,1424107,fc5cbc7e0d7f,CVE-2018-5181,104139,2017-12-07,2018-05-09,2018-05-09
1367,1424261,dc198f688d39 236ad715d754,CVE-2018-5140,103386,2017-12-08,2018-03-13,2018-03-13
1368,1425000,c03552209712 ccf9b564a493,CVE-2018-5104,102783,2017-12-13,2018-01-23,2018-01-23
1369,1425257,e30390f2f53a,CVE-2018-5126,103386,2017-12-14,2018-03-13,2018-03-13
1370,1425520,e20052aa341d a330f1d4d12a,CVE-2018-5125,103388,2017-12-15,2018-03-13,2018-03-13
1371,1425612,a2cf3f843d0b a8e2b4cf8e26 f4256fe890db,CVE-2018-5089,102783,2017-12-15,2018-01-23,2018-01-23
1372,1425691,cc126cc0f071 e6146cc17bec,CVE-2018-5126,103386,2017-12-16,2018-03-13,2018-03-13
1373,1425780,2fa8c2b1c991 01c8d651c351,CVE-2018-5089,102783,2017-12-17,2018-01-23,2018-01-23
1374,1426353,964191c031db 11c7370ae92e,CVE-2018-5163,104139,2017-12-20,2018-05-09,2018-05-09
1375,1426449,a2d59268abd2 3f7a950871b4,CVE-2018-5090,102786,2017-12-20,2018-01-23,2018-01-23
1376,1427126,6be5a45a855e 3e7bec52b143,CVE-2018-5090,102786,2017-12-26,2018-01-23,2018-01-23
1377,1428589,c64f2b452add 000398f8c373,CVE-2018-5089,102783,2018-01-06,2018-01-23,2018-01-23
1378,1428947,5c26e5d34680 bcf52fbf8445,CVE-2018-5129,103388,2018-01-08,2018-03-13,2018-03-13
1379,1429093,abd11ceb68ca 20b048f7a32f 57b52fb5a9a5 ca41b3ad3577,CVE-2018-5141,103386,2018-01-09,2018-03-13,2018-03-13
1380,1429379,c01dfd3d21b8 27d0c44a5757,CVE-2018-5134,103386,2018-01-10,2018-03-13,2018-03-13
1381,1431336,477829f02dd7 f4859ac00548,CVE-2018-5128,103386,2018-01-18,2018-03-13,2018-03-13
1382,1432323,209ecda9242c,CVE-2018-5151,104139,2018-01-22,2018-05-09,2018-05-09
1383,1433609,d0da2be2c950 ce3ea20937f7,CVE-2018-5150,104136,2018-01-26,2018-05-09,2018-05-09
1384,1434384,d85679eb4275 5c286cc709df,CVE-2018-5125,103388,2018-01-30,2018-03-13,2018-03-13
1385,1434490,0236f549f73f,CVE-2018-12406,106167,2018-01-30,2018-12-11,2018-12-11
1386,1434580,bfd4bdfd40b4 8660689b18cd,CVE-2018-5125,103388,2018-01-31,2018-03-13,2018-03-13
1387,1435319,34fc2ff698c3 b58c103b639f,CVE-2018-12381,105280,2018-02-02,2018-09-05,2018-09-05
1388,1435566,3219cd61e87b 70bf6bd7b101,CVE-2018-5126,103386,2018-02-03,2018-03-13,2018-03-13
1389,1435908,9ba48fdeecd5 5c38100787fc c04b1745f4ae e15580a14db7,CVE-2018-5182,104139,2018-02-05,2018-05-09,2018-05-09
1390,1436117,ca97ef07a045,CVE-2018-5160,104139,2018-02-06,2018-05-09,2018-05-09
1391,1436241,6d595a423fb5 7002b1d37d0c,CVE-2018-12364,104560,2018-02-06,2018-06-26,2018-06-26
1392,1436482,07ab807639ee c059987d366d,CVE-2018-5172,104139,2018-02-07,2018-05-09,2018-05-09
1393,1437087,48977151fa79 1a48625a8e35,CVE-2018-5125,103388,2018-02-09,2018-03-13,2018-03-13
1394,1437455,4c96fc4ec2b0,CVE-2018-5151,104139,2018-02-12,2018-05-09,2018-05-09
1395,1437507,ca6b74831ec3 9d7c295d9570,CVE-2018-5125,103388,2018-02-12,2018-03-13,2018-03-13
1396,1438425,0db116b21ac0 56c70e546295,CVE-2018-5125,103388,2018-02-14,2018-03-13,2018-03-13
1397,1438556,2aec5918c12a 0302149bc169 6ffbdf27a930 4f9016111872 e5ddad5f46fa df95dfb226bc,CVE-2018-5187,104556,2018-02-15,2018-06-26,2018-06-26
1398,1438827,f9ec9a7399fa,CVE-2018-5151,104139,2018-02-16,2018-05-09,2018-05-09
1399,1439723,ba9e24500368,CVE-2018-5151,104139,2018-02-20,2018-05-09,2018-05-09
1400,1440079,9ee0c8bc5a2f,CVE-2019-11697,108421,,2019-05-21,2019-05-21
1401,1440717,b6d2d55223d2 0ec90964e0bc 08e0ad236142,CVE-2018-5148,103506,2018-02-23,2018-03-26,2018-03-26
1402,1440775,60fb09de57ec 599641c7992d,CVE-2018-5131,103388,2018-02-23,2018-03-13,2018-03-13
1403,1441006,1f4e74a5ace8 d2b6a8e0e6eb,CVE-2018-5126,103386,2018-02-25,2018-03-13,2018-03-13
1404,1441941,e9c980945ea6 6fc09a406b3b,CVE-2018-5159,104136,2018-02-28,2018-05-09,2018-05-09
1405,1442318,5cb1132d56be 96e8880e3d86,CVE-2018-5126,103386,2018-03-01,2018-03-13,2018-03-13
1406,1443092,24cfa3808906 5ca94fe53b3c dcf29f1d4c4d 16307dd2fdf1,CVE-2018-5154,104136,2018-03-05,2018-05-09,2018-05-09
1407,1444086,6de32df4f0ca 17a3b84a2ac3,CVE-2018-5180,104139,2018-03-08,2018-05-09,2018-05-09
1408,1444673,8bce65a50c8c,CVE-2018-5186,104557,2018-03-10,2018-06-26,2018-06-26
1409,1445234,a2385811ffdc 65d2876668ea,CVE-2018-5151,104139,2018-03-13,2018-05-09,2018-05-09
1410,1445844,d5850db1fb0d,CVE-2019-11695,108421,2018-03-14,2019-05-21,2019-05-21
1411,1446062,d3ce388dd3c0 6b4e98424f0d 0ae512558ada 1dfbedb54c39 edcc87888148 3db9e3d52b17,CVE-2018-5146,103432,2018-03-15,2018-03-16,2018-03-16
1412,1447080,56bfd2178dca ed7be30d3141,CVE-2018-5174,104136,2018-03-19,2018-05-09,2018-05-09
1413,1448505,1b8c53434337 e3fb31ea4d4b,CVE-2019-9789,107486,2018-03-23,2019-03-19,2019-03-19
1414,1448705,b2904f128f85 eae4410ea11d,CVE-2018-5150,104136,2018-03-25,2018-05-09,2018-05-09
1415,1448774,dd2e77e4957e edfd9ffbd720 3784b22ec536,CVE-2018-5155,104136,2018-03-26,2018-05-09,2018-05-09
1416,1449358,b876ed208711 23ab5a282723,CVE-2018-5151,104139,2018-03-27,2018-05-09,2018-05-09
1417,1449530,bd15a594caa8 a11cb2c5d1f9 c2e7a6fff752,CVE-2018-5151,104139,2018-03-28,2018-05-09,2018-05-09
1418,1449736,e017a75fabe4 5c921325dd03,CVE-2019-17012,,,2020-01-08,2019-12-03
1419,1450688,95175977ef46 008cc230b68f 5a428c9953ab,CVE-2018-5188,104555,2018-04-02,2018-06-26,2018-06-26
1420,1450989,08753fa05058 b8104bdbefa9,CVE-2018-12376,105280,2018-04-03,2018-09-05,2018-09-05
1421,1451297,a4c1afd30b13 a341ae7a49c0,CVE-2018-5188,104555,2018-04-04,2018-06-26,2018-06-26
1422,1452037,2b0ece669e73 df88785f07c8,CVE-2019-11738,,,2019-09-27,2019-09-03
1423,1452202,9036c64b7a66 041d1c561feb,CVE-2018-5150,104136,2018-04-06,2018-05-09,2018-05-09
1424,1452375,4d7efa2ca9e2 b0fcf6190c8c 56b432712357 295b7c0fbe99,CVE-2018-12362,104560,2018-04-07,2018-06-26,2018-06-26
1425,1452417,f7fb95c99794 364fadf112db,CVE-2018-5151,104139,2018-04-07,2018-05-09,2018-05-09
1426,1452576,c8d6bf455ae5 2b5d49309695,CVE-2018-5188,104555,2018-04-09,2018-06-26,2018-06-26
1427,1453127,789bb9105bd5 b4ee1c9ee23a 303f3b1c85cd 5218dfec0630 434582a80532 bfe53eb4206e 6b3aaee40f75 59e50af7afe1,CVE-2018-5156,104560,2018-04-10,2018-06-26,2018-06-26
1428,1453653,3d736c05f956 4cd0924bad77,CVE-2018-5151,104139,2018-04-12,2018-05-09,2018-05-09
1429,1454126,4ac461885d8c e41d8e56d3e6,CVE-2018-5151,104139,2018-04-13,2018-05-09,2018-05-09
1430,1454359,a31b222963a1 41236d2e9c29,CVE-2018-5151,104139,2018-04-16,2018-05-09,2018-05-09
1431,1454448,983b15929e04,CVE-2018-5186,104557,2018-04-16,2018-06-26,2018-06-26
1432,1458048,492697e43fb4 785d242a5b01,CVE-2018-5188,104555,2018-04-30,2018-06-26,2018-06-26
1433,1458264,c2f90b73e27a 8c0c3874c1ad,CVE-2018-5188,104555,2018-05-01,2018-06-26,2018-06-26
1434,1458270,74cb61ae46ee b6e566b79b02,CVE-2018-5188,104555,2018-05-01,2018-06-26,2018-06-26
1435,1459162,be0debd3af29 3b349484f1de,CVE-2018-12359,104555,2018-05-04,2018-06-26,2018-06-26
1436,1459568,f75ee4da0e5d 6fe2b7e2a16d,CVE-2018-5187,104556,2018-05-07,2018-06-26,2018-06-26
1437,1459693,8398d902299c 409cd4e30401,CVE-2018-12360,104555,2018-05-07,2018-06-26,2018-06-26
1438,1461027,c1b176c63fc8,CVE-2018-12375,105276,2018-05-11,2018-09-05,2018-09-05
1439,1461324,7da8ac949eb4 7e502b527f07,CVE-2018-5187,104556,2018-05-14,2018-06-26,2018-06-26
1440,1462682,784deba19077 c6e1ff27803d a0b222c551f5,CVE-2018-6126,104309 104411,2018-05-18,2018-05-29,2018-06-06
1441,1462693,6e430a8ad9cc,CVE-2018-12375,105276,2018-05-18,2018-09-05,2018-09-05
1442,1462891,fe352021e444 30b75eae500b,CVE-2018-12367,104561,2018-05-19,2018-06-26,2018-06-26
1443,1463244,2aaf8f2a1975 2e14f2af3e3c,CVE-2018-12361,104558,2018-05-21,2018-06-26,2018-06-26
1444,1463329,4c50952c3e8c 86a5a856fa17,CVE-2018-5186,104557,2018-05-21,2018-06-26,2018-06-26
1445,1464063,87163f9d6bc7 3c164d94ac53,CVE-2018-5188,104555,2018-05-24,2018-06-26,2018-06-26
1446,1464784,4aed3a8d30d8 2516557db4bf,CVE-2018-12363,104560,2018-05-28,2018-06-26,2018-06-26
1447,1465898,f2fa6b2a4ead 0c12ddf5d3f7,CVE-2018-5188,104555,2018-05-31,2018-06-26,2018-06-26
1448,1466577,5ea7bb29e22e 996ae2e4deaa,CVE-2018-12376,105280,2018-06-04,2018-09-05,2018-09-05
1449,1467852,29598a3b4cc0 44883c246d62,CVE-2018-12358,104562,2018-06-08,2018-06-26,2018-06-26
1450,1467938,44ae071a453f bd79850d10f8,CVE-2018-5187,104556,2018-06-08,2018-06-26,2018-06-26
1451,1468738,c1683f72dac4 9f52abcf637e,CVE-2018-12376,105280,2018-06-14,2018-09-05,2018-09-05
1452,1469309,3dd88f4a8884 0915e7335401,CVE-2018-12376,105280,2018-06-18,2018-09-05,2018-09-05
1453,1471953,3da753ca1fb1,CVE-2018-12376,105280,2018-06-28,2018-09-05,2018-09-05
1454,1472328,cc64c7f364b7,CVE-2019-17013,,,2020-01-08,2019-12-03
1455,1472639,7ad1f8237199,CVE-2018-12388,105721,2018-07-02,2018-10-23,2018-10-23
1456,1472925,5a0ddea9ad62 47b9b8ecc3f1,CVE-2018-12376,105280,2018-07-02,2018-09-05,2018-09-05
1457,1473113,21c86ca04f86 a3659f1ac0dc,CVE-2018-12379,105280,2018-07-03,2018-09-05,2018-09-05
1458,1473161,a9f3535ee3fd a85b6c7cc418,CVE-2018-12376,105280,2018-07-03,2018-09-05,2018-09-05
1459,1475431,d8d3fca29016,CVE-2018-12375,105276,2018-07-12,2018-09-05,2018-09-05
1460,1475669,cb2f928fff56,CVE-2018-12406,106167,2018-07-13,2018-12-11,2018-12-11
1461,1478843,19d5e50db843 af625b20220f,CVE-2018-12391,105718 105769,2018-07-26,2018-10-23,2018-10-23
1462,1480092,16aa20e2e300 462f6b16d588,CVE-2018-12376,105280,2018-08-01,2018-09-05,2018-09-05
1463,1480517,3e8c83bddae6 b402d46ca93b,CVE-2018-12376,105280,2018-08-02,2018-09-05,2018-09-05
1464,1480965,a7caa2f69479 660d4e503a69,CVE-2018-12375,105276,2018-08-04,2018-09-05,2018-09-05
1465,1481093,ec59471499f1 6f1033d0147d,CVE-2018-12376,105280,2018-08-05,2018-09-05,2018-09-05
1466,1481745,93aafd0255fe 4ba7d42459f5,CVE-2018-12406,106167,2018-08-08,2018-12-11,2018-12-11
1467,1483120,54934de382c5 a6566a974207,CVE-2018-12376,105280,2018-08-13,2018-09-05,2018-09-05
1468,1483699,83758eaff784 fada6a49425e de127662180d b4e29532f528,CVE-2018-12390,105718 105769,2018-08-15,2018-10-23,2018-10-23
1469,1483905,88ebd0e4c45e,CVE-2018-12390,105718 105769,2018-08-16,2018-10-23,2018-10-23
1470,1484905,5c25f4ef0c29 e43b9c1507d2,CVE-2018-12390,105718 105769,2018-08-20,2018-10-23,2018-10-23
1471,1486314,fe4edfe3dcba d51352e7c73c,CVE-2018-12388,105721,2018-08-26,2018-10-23,2018-10-23
1472,1487098,dedd5c14209a,CVE-2018-12390,105718 105769,2018-08-29,2018-10-23,2018-10-23
1473,1488061,e414fcdabb72 6965bf2d3c5a,CVE-2018-12398,105721,2018-09-02,2018-10-23,2018-10-23
1474,1488803,a9fdec3eed75 2437048d2297,CVE-2018-12390,105718 105769,2018-09-05,2018-10-23,2018-10-23
1475,1490234,e628509972b9 0b2b3eb663d9,CVE-2018-12390,105718 105769,2018-09-11,2018-10-23,2018-10-23
1476,1490561,4e879c661c84 b4edf6d224f7,CVE-2018-12390,105718 105769,2018-09-11,2018-10-23,2018-10-23
1477,1490585,45359b962851 e9dd9434ad9a,CVE-2018-12385,105380,2018-09-11,2018-09-21,2018-09-21
1478,1492524,430f18b70e6f 55ed1a3a910a,CVE-2018-12390,105718 105769,2018-09-19,2018-10-23,2018-10-23
1479,1492823,9d7540135cac c05cd826f781,CVE-2018-12392,105718 105769,2018-09-20,2018-10-23,2018-10-23
1480,1493900,33454859eab6 2b9a5bb5f318 d596c94e62cd,CVE-2018-12386,105460,2018-09-25,2018-10-02,2018-10-02
1481,1495011,a5f6d07b35d1 a3adfbef6bfa,CVE-2018-12393,105718 105769,2018-09-28,2018-10-23,2018-10-23
1482,1495245,87fec627956b 2704bbd93c56,CVE-2018-12390,105718 105769,2018-09-29,2018-10-23,2018-10-23
1483,1496159,997dc466ff9d 0cf6d7594c48 503d94e63a24,CVE-2018-12390,105718 105769,2018-10-03,2018-10-23,2018-10-23
1484,1496340,f59ae5c08ae1 8b900972f8fe,CVE-2018-12390,105718 105769,2018-10-04,2018-10-23,2018-10-23
1485,1498482,a1fb2da7388b 3b7261093ce0,CVE-2018-12390,105718 105769,2018-10-12,2018-10-23,2018-10-23
1486,1498701,399335d39d4c ea3b45ed3e04,CVE-2018-12390,105718 105769,2018-10-12,2018-10-23,2018-10-23
1487,1499198,01368a04b48a,CVE-2018-12406,106167,2018-10-15,2018-12-11,2018-12-11
1488,1499861,d4f3e119ae84 50bb4e6c8ab5,CVE-2018-18492,106168,2018-10-17,2018-12-11,2018-12-11
1489,1500011,a3fad30f081a 640c972a31a3,CVE-2018-18498,106168,2018-10-18,2018-12-11,2018-12-11
1490,1500310,91edec50a1cf 7473fdd1c21c,CVE-2018-12406,106167,2018-10-18,2018-12-11,2018-12-11
1491,1500759,e721c3e314bd 3cbc2340b051,CVE-2018-12405,106168,2018-10-21,2018-12-11,2018-12-11
1492,1501152,db9bda005eff,CVE-2019-11752,,,2019-09-27,2019-09-03
1493,1501482,6c28ad7f98a7,CVE-2018-18502,106773,2018-10-23,2019-01-29,2019-01-29
1494,1502871,fd8d109b37c1 5ae197bcb7f7,CVE-2018-18501,106781,,2019-01-29,2019-01-29
1495,1503082,d3284735c7fa 522a5434e0a4,CVE-2018-12405,106168,2018-10-29,2018-12-11,2018-12-11
1496,1503326,d23dffc8c075 d84c76f0dddd,CVE-2018-12405,106168,2018-10-30,2018-12-11,2018-12-11
1497,1504365,f5c1dbff0c9a 76164912276b,CVE-2018-12405,106168,2018-11-02,2018-12-11,2018-12-11
1498,1504816,4d29ca8acec1,CVE-2018-12406,106167,2018-11-05,2018-12-11,2018-12-11
1499,1506665,86fe7556c9af 5a5a5edabc60,CVE-2019-9788,107487,2018-11-12,2019-03-19,2019-03-19
1500,1506798,764c5b94a395,CVE-2018-18502,106773,2018-11-13,2019-01-29,2019-01-29
1501,1507180,25beb671c14a cdf525897bff 6ec402c01d73,CVE-2019-17024,,,2020-01-08,2020-01-07
1502,1510471,4637f389efd5 2cc5c3f56a46,CVE-2018-12405,106168,2018-11-27,2018-12-11,2018-12-11
1503,1512567,8e6506978820 6982cfd315d0,CVE-2019-9789,107486,2018-12-06,2019-03-19,2019-03-19
1504,1514682,e74ee65c18a6 acf56427a738,CVE-2019-9795,107487,2018-12-17,2019-03-19,2019-03-19
1505,1514762,eddeea139dba 34be2a107bd4,CVE-2018-18502,106773,2018-12-17,2019-01-29,2019-01-29
1506,1515052,efb03ccd9427 88114c48b1ee,CVE-2019-11709,109086,,2019-07-09,2019-07-09
1507,1516425,56c9e5b7f7ae fceed60b10ce 820b728e1ebe,CVE-2019-9814,108421,,2019-05-21,2019-05-21
1508,1516834,0daaf4ad9645 9d3241ed6cc5,CVE-2019-9788,107487,2018-12-29,2019-03-19,2019-03-19
1509,1518331,0985217ed619,CVE-2019-9789,107486,2019-01-07,2019-03-19,2019-03-19
1510,1518524,3ee7abf6d432 88b0bd0acc78,CVE-2019-9789,107486,2019-01-08,2019-03-19,2019-03-19
1511,1518821,3d7c4c17ff5c,CVE-2019-9789,107486,2019-01-09,2019-03-19,2019-03-19
1512,1519337,59696b74a507,CVE-2019-9789,107486,2019-01-11,2019-03-19,2019-03-19
1513,1521360,99c2a6b3e3bd c5bcd3213da6,CVE-2019-9805,107486,2019-01-19,2019-03-19,2019-03-19
1514,1522987,3378fd5f4f22 bac61e8bf3a1 f222bec68b26 18d342734441,CVE-2019-9789,107486,2019-01-25,2019-03-19,2019-03-19
1515,1523249,2ce5cbe9bdf2 0630d18a7d26,CVE-2019-9809,107486,2019-01-28,2019-03-19,2019-03-19
1516,1524214,e53f607940cb c5a3a2a563c9,CVE-2019-9788,107487,2019-01-31,2019-03-19,2019-03-19
1517,1524335,f405cc68a129 448d348e474b,CVE-2019-9789,107486,2019-01-31,2019-03-19,2019-03-19
1518,1524755,5732522a3540 2b77d6958f31,CVE-2019-9788,107487,2019-02-02,2019-03-19,2019-03-19
1519,1525145,3dd87564278e bce0092f646c,CVE-2019-9790,107487,2019-02-04,2019-03-19,2019-03-19
1520,1525433,f8e19c32d3dd bf7ac7d809cf 50a9cd9af1e7,CVE-2019-5785,107008,2019-02-05,2019-02-12,2019-02-12
1521,1525549,c9c9cd1c4611 9013f0783507,CVE-2019-9789,107486,2019-02-06,2019-03-19,2019-03-19
1522,1525817,f78d0fba26fa f05abb753b64 f981e28b584e,CVE-2018-18356,106084,2019-02-06,2018-12-04,2019-02-12
1523,1527592,5954caed0072,CVE-2019-9814,108421,,2019-05-21,2019-05-21
1524,1528829,b2bc140a4d76 50b4e10ccc47 197546cf8331,CVE-2019-9793,107487,2019-02-18,2019-03-19,2019-03-19
1525,1528909,b55145275628 e0a8013cd9c9,CVE-2019-9797,107486,2019-02-19,2019-03-19,2019-03-19
1526,1529203,7f2bfa2b5fb9 4c7d56a0a897 0f09554ca8cb,CVE-2019-9788,107487,2019-02-20,2019-03-19,2019-03-19
1527,1530103,537fb8251e61 943486792105,CVE-2019-9794,107487,2019-02-23,2019-03-19,2019-03-19
1528,1531277,6ec4f0415d9a b72048157f18,CVE-2019-9796,107487,2019-02-28,2019-03-19,2019-03-19
1529,1532465,af3e08c3b745 97b3d94e492d,CVE-2019-9800,108418,,2019-05-21,2019-05-21
1530,1532525,053685dc2ce7 ea1286c1f2bb,CVE-2019-11693,108418,,2019-05-21,2019-05-21
1531,1532599,044a64c70a3b fd088f468f86 04d9abc278fa 5f4ba71d4889,CVE-2019-9792,107487,2019-03-05,2019-03-19,2019-03-19
1532,1533522,75e85da64d92 c7a801d55c22,CVE-2019-11709,109086,,2019-07-09,2019-07-09
1533,1533554,14fdab21409c 20ce903bc29a,CVE-2019-9800,108418,,2019-05-21,2019-05-21
