,vulnName,changeset,CVE,BID,BugzillaOpendate,reporttime,patchrelease
0,504014,8b5646a07963,CVE-2011-3670,51786,2009-07-13,2012-01-31,2012-01-31
1,562442,978002c0b0ad 3c039628db9b,CVE-2011-3660,51133,2010-04-28,2011-12-20,2011-12-20
2,601102,cbda245a805d 9be05c62b6ce,CVE-2011-0079,47657,2010-10-01,2011-04-28,2011-04-28
3,615147,5efe5f98ac13,CVE-2011-0080,47641,2010-11-28,2011-04-28,2011-04-28
4,617247,36089a888097,CVE-2011-2373,48373,2010-12-06,2011-06-21,2011-06-21
5,619021,c0ad36a84c5d e2f7319148ce 67cfc95b4b90 dfa73f7b1acf,CVE-2011-0074,47646,2010-12-14,2011-04-28,2011-04-28
6,623998,25b143f03be4,CVE-2011-0077,47648,2011-01-07,2011-04-28,2011-04-28
7,624187,e23b4fe4e09c,CVE-2011-0072,47655,2011-01-08,2011-04-28,2011-04-28
8,626262,12ea0bd80e2e,CVE-2011-2374,48361,2011-01-16,2011-06-21,2011-06-21
9,629858,17273c2c0eda,CVE-2011-2374,48361,2011-01-29,2011-06-21,2011-06-21
10,634257,aa28638dc457,CVE-2011-0080,47641,2011-02-15,2011-04-28,2011-04-28
11,634444,451ed5328312 0d4b01278890 2d44fc834071,CVE-2012-3983,56145,2011-02-15,2012-10-09,2012-10-09
12,635705,f8279991d58f,CVE-2011-0078,47651,2011-02-21,2011-04-28,2011-04-28
13,635852,d5ec1f00ccd2 a11d11b69ee7 12f0f87e4497,CVE-2013-0788,58819,2011-02-22,2013-04-02,2013-04-02
14,635977,a8e0f63f173f,CVE-2011-0075,,2011-02-22,2011-05-07,2011-04-28
15,637621,ab7fd603bb9d,CVE-2011-0080,47641,2011-03-01,2011-04-28,2011-04-28
16,637957,38028bf13fb2 290403971149,CVE-2011-0080,47641,2011-03-01,2011-04-28,2011-04-28
17,638236,f76fac273005 8be874c41712,CVE-2011-0080,47641,2011-03-02,2011-04-28,2011-04-28
18,639303,86849e5fb7ca 2c4a0ac34b33,CVE-2011-2377,48369,2011-03-06,2011-06-21,2011-06-21
19,639343,7c42835e2341 5cbe7fd88614,CVE-2011-0079,47657,2011-03-06,2011-04-28,2011-04-28
20,639648,0302a2047cac,CVE-2011-2374,48361,2011-03-07,2011-06-21,2011-06-21
21,639728,caa938935590 43467a3a651d,CVE-2011-0079,47657,2011-03-07,2011-04-28,2011-04-28
22,639885,d4b16b847d92 4173c1b88642 cae1cd4aae73,CVE-2011-0079,47657,2011-03-08,2011-04-28,2011-04-28
23,640339,e01dc3fc20d3 c2bd5cf4070e,CVE-2011-1712,78570,2011-03-09,2011-04-15,2011-04-15
24,641388,84d36bef6b96 c94d64a0d540 b71e50bf9afc,CVE-2011-0079,47657,2011-03-13,2011-04-28,2011-04-28
25,642338,223eac79b04e 15a401f92732,CVE-2011-2374,48361,2011-03-16,2011-06-21,2011-06-21
26,642717,7bf6e15028ed ced2b9373c5f,CVE-2011-0079,47657,2011-03-17,2011-04-28,2011-04-28
27,642734,ba68d5ae818c f2b5e55cb53b,CVE-2011-2374,48361,2011-03-17,2011-06-21,2011-06-21
28,643051,61b822ac2d41,CVE-2011-2605,48696,2011-03-18,2011-05-23,2011-05-23
29,643649,087fc58e6622 5e69b22218e9,CVE-2011-0079,47657,2011-03-21,2011-04-28,2011-04-28
30,643839,d50f943c21e3 bfdb6e623a36,CVE-2011-2375,48365,2011-03-22,2011-06-21,2011-06-21
31,643927,3279d69de777 c6388fb2d7be 4484468a829b,CVE-2011-2375,48365,2011-03-22,2011-06-21,2011-06-21
32,644069,a29229640bf8 647a0e97f960 79487686ac29,CVE-2011-0069,47656,2011-03-23,2011-04-28,2011-04-28
33,645289,62e68e402bfd 1b56b31b790f,CVE-2011-0081,47653,2011-03-26,2011-04-28,2011-04-28
34,645565,fe85a4b7e1ca 5c1d236f0d5f,CVE-2011-0070,47654,2011-03-27,2011-04-28,2011-04-28
35,646662,aff078c52e46,CVE-2011-2374,48361,2011-03-30,2011-06-21,2011-06-21
36,648206,e0f9db5a4fc7,CVE-2011-2985,49224,2011-04-06,2011-08-16,2011-08-16
37,648705,f65a3762c7de f8b08657dfea,CVE-2011-2375,48365,2011-04-08,2011-06-21,2011-06-21
38,649079,0e56baae8d1d 95d475c2449d,CVE-2011-3664,,2011-04-11,2011-12-20,2011-12-20
39,650001,383435371058 7299264c5204 d80e7d97c3ea,CVE-2011-2369,48379,2011-04-14,2011-06-21,2011-06-21
40,650732,07ae78c82432 2fbc5d9b566b d4509c8a19a9,CVE-2011-2985,49224,2011-04-17,2011-08-16,2011-08-16
41,651030,4964885e6b9a,CVE-2011-2985,49224,2011-04-18,2011-08-16,2011-08-16
42,652401,285a5ec88501 fc99d98f36ab,CVE-2011-2375,48365,2011-04-24,2011-06-21,2011-06-21
43,653026,10ba4918f08e cb0b3bc9c53b,CVE-2011-2375,48365,2011-04-26,2011-06-21,2011-06-21
44,653238,a008a3fda2b5 22c9fbae41c4 46eb35887fd5 fdf6772f5445 615fff407817 a9d59e5602a1 7a9caf11ddd4 4d0bb4f0d446 3c5652fa4212,CVE-2011-2375,48365,2011-04-27,2011-06-21,2011-06-21
45,654015,2f4c320b5c33 2f53d4782ce3 05a003240c8f 7e174ba0af38 c08c5557ce66 e725b0d79412,CVE-2011-2375,48365,2011-05-01,2011-06-21,2011-06-21
46,655098,49e57fa259dc 4e20ef627458,CVE-2011-2995,49810,2011-05-05,2011-09-27,2011-09-27
47,655836,d727c6fb36eb 898c412561c9 a00620f3c3de 05d765ddd56c cf8c888e1f0e 16b8d68d3505 ebb738ca552e 87406ae57a1b 2b38c9d8c280 12e254993fd2,CVE-2011-3649,50591,2011-05-09,2011-11-08,2011-11-08
48,656277,4a87e9b7cc96 e227e4d50900 c70b3742bced c4d4c278c462,CVE-2011-2366,,2011-05-11,2011-06-30,2011-06-21
49,656752,db4ba8614fb6 549dfefec7c0,CVE-2011-2367,48371,2011-05-12,2011-06-21,2011-06-21
50,657198,dc137da5a3b4,CVE-2011-2997,49812,2011-05-14,2011-09-27,2011-09-27
51,657201,9ca849387799 eba2dce26189,CVE-2011-2368,48375,2011-05-15,2011-06-21,2011-06-21
52,657267,80771239f430,CVE-2011-2993,49248,2011-05-15,2011-08-16,2011-08-16
53,657588,b584b4be0a00 46a2e9a276f1 cea20ca3ed3c,CVE-2012-0461,52464,2011-05-17,2012-03-13,2012-03-13
54,658864,87cb1807aab9,CVE-2011-2997,49812,2011-05-22,2011-09-27,2011-09-27
55,659349,a45a190af4f7 0b02d41a5436 bca54750eec4,CVE-2011-2366,,2011-05-24,2011-06-30,2011-06-21
56,660517,a4d39f157859 fda101def1ec,CVE-2011-2985,49224,2011-05-28,2011-08-16,2011-08-16
57,661567,666e14265c6b 89c54bd5bcb2 fda88360e14f,CVE-2011-2997,49812,2011-06-02,2011-09-27,2011-09-27
58,662132,a3fc40d483e5 a7367773bb01,CVE-2011-2985,49224,2011-06-05,2011-08-16,2011-08-16
59,662215,4df47729b74d,CVE-2011-2995,49810,2011-06-05,2011-09-27,2011-09-27
60,662309,827d5938a23e 4bde5f7cea8f 80d99dbc8e9e,CVE-2011-2372,49811,2011-06-06,2011-09-28,2011-09-27
61,663899,4a31be812223 7d19319753d9 45b03eb031f0 83c0640ea8b1 210714b766cd,CVE-2011-2372,49811,2011-06-13,2011-09-28,2011-09-27
62,664009,8159c48ac8c7 a0113e2614a2 f1acd88f828e,CVE-2011-2371,48372,2011-06-13,2011-06-21,2011-06-21
63,665070,ec573297d6f2 6e461b1419b8 93f7d12c49bf a56cd1f418fe afdbe635bde8 4fd3ac440415 b318f43fcd21 4f053dfe1b7d 3afd6f9d83cf d302c1e3b975 de9daaa5585b 01a20b627def 2cb699b370e3 3f0dd23263f2 3d83c40b3590,CVE-2011-3651,,2011-06-17,2011-11-09,2011-11-08
64,665360,89842a2a40c6 b8d41ea97ce8,CVE-2011-2995,49810,2011-06-19,2011-09-27,2011-09-27
65,665518,4b4280bad349 8ee63a6bfefb,CVE-2011-2985,49224,2011-06-20,2011-08-16,2011-08-16
66,665548,938c4afc92b9 433a6c04a18d ae5547ff8e67,CVE-2011-2999,49848,2011-06-20,2011-09-28,2011-09-27
67,665578,412bc4e114ec 182a55b58e01,CVE-2012-0443,51756,2011-06-20,2012-01-31,2012-01-31
68,665934,51e18435b793 9eabe65eb25a,CVE-2011-2987,49226,2011-06-21,2011-08-16,2011-08-16
69,665936,aa69bb7c6bfe 396e473b851d e05336fe9f4f,CVE-2011-2988,49242,2011-06-21,2011-08-16,2011-08-16
70,667092,52ba94702d12 4137513fe932,CVE-2011-2985,49224,2011-06-24,2011-08-16,2011-08-16
71,667315,84f72e1d1fa2 018ff8037095,CVE-2011-2985,49224,2011-06-26,2011-08-16,2011-08-16
72,667512,f7f8058b2b21 029dd90bd20e 97f7fcf40ee9 e9324b64603b,CVE-2011-2985,49224,2011-06-27,2011-08-16,2011-08-16
73,668245,bebc2764bed5 183f76b8367b 37dc24eeac59,CVE-2011-2985,49224,2011-06-29,2011-08-16,2011-08-16
74,669228,26e80814276e 25b41e0dcd7d,CVE-2011-2997,49812,2011-07-04,2011-09-27,2011-09-27
75,669584,a3053d8e4090 85609541e35e eb18cd57c25b,CVE-2011-2985,49224,2011-07-06,2011-08-16,2011-08-16
76,670317,5185e21c55ec,CVE-2012-1938,,2011-07-08,2012-06-05,2012-06-05
77,670319,ec2131a5351d 009c64b64cf3 bca60a88782d,CVE-2011-2997,49812,2011-07-09,2011-09-27,2011-09-27
78,670514,c045085c0436 60613f18435b cf5c4540fe22 7a2c1909e205,CVE-2012-1945,53799,2011-07-10,2012-06-05,2012-06-05
79,671160,553625d7875d,CVE-2011-3651,,2011-07-12,2011-11-09,2011-11-08
80,672436,714d30924fc5 d30981d54470,CVE-2011-2997,49812,2011-07-18,2011-09-27,2011-09-27
81,673757,4f38df646524,CVE-2011-2997,49812,2011-07-24,2011-09-27,2011-09-27
82,674182,83535f44db38,CVE-2011-3655,50594,2011-07-26,2011-11-08,2011-11-08
83,674776,267250a4595e c207eea54777 9844fb4852ee,CVE-2011-3650,50595,2011-07-27,2011-11-08,2011-11-08
84,674843,8bff20b3f8db,CVE-2011-3651,,2011-07-28,2011-11-09,2011-11-08
85,675515,75c8a2eb9f87,CVE-2011-3651,,2011-07-31,2011-11-09,2011-11-08
86,675747,f824fbd4b94c 23a88fb15dff,CVE-2011-3005,49808,2011-08-01,2011-09-28,2011-09-27
87,676918,ddf7263c56d7,CVE-2011-3651,,2011-08-05,2011-11-09,2011-11-08
88,679494,28a7a3744901 98725bc76d7e b1844f9cf777 70a6be6a9caa,CVE-2011-3660,51133,2011-08-16,2011-12-20,2011-12-20
89,679593,c8eea83232b2 391c8ebfa0a6,CVE-2011-3651,,2011-08-16,2011-11-09,2011-11-08
90,679986,ad6b14835247 a78bbe2376be,CVE-2011-3660,51133,2011-08-17,2011-12-20,2011-12-20
91,680456,4d8f729aa1aa 7bb6bf824139,CVE-2012-0467,53223,2011-08-19,2012-04-24,2012-04-24
92,680687,071d9c997f3d,CVE-2011-3660,51133,2011-08-20,2011-12-20,2011-12-20
93,682335,9f664f2ac12c b46adb8a09eb 6464f5277ba6,CVE-2011-3003,78444,2011-08-26,2011-09-28,2011-09-27
94,682727,dd0cc50e9fe6 433458808fbe 890a66b91702,CVE-2011-3652,50600,2011-08-28,2011-11-08,2011-11-08
95,684555,1236e039a9e3,CVE-2012-0454,52455,2011-09-03,2012-03-13,2012-03-13
96,684882,c561909d40af 5cbbdef702d3 154e5af0dddd,CVE-2011-3653,50592,2011-09-06,2011-11-08,2011-11-08
97,686044,6806beccdeaf 3d09765cc32f,CVE-2011-3651,,2011-09-09,2011-11-09,2011-11-08
98,686107,7277c1bddd22 9c3b0542705c,CVE-2011-3660,51133,2011-09-10,2011-12-20,2011-12-20
99,688208,d10af1d1d985 d34c48393e3b,CVE-2012-0463,52466,2011-09-21,2012-03-13,2012-03-13
100,688974,6fe1b8214bfa b8492fce41a0,CVE-2011-3660,51133,2011-09-24,2011-12-20,2011-12-20
101,689892,e6c9998fbf74 28a549e90410 a4123ca7c79a,CVE-2011-3660,51133,2011-09-28,2011-12-20,2011-12-20
102,690225,1b656851fd53 10dca99e30c4 952cab8d5ff7,CVE-2011-3648,50593,2011-09-28,2011-11-08,2011-11-08
103,690376,e456bef5839b c0c7322521b7,CVE-2011-3660,51133,2011-09-29,2011-12-20,2011-12-20
104,691299,bbda472dc34b f2fb79b0d7d2 7709a40b7919,CVE-2011-3661,51135,2011-10-03,2011-12-20,2011-12-20
105,691746,58563c49a531 c8fcdb6bd4d7,CVE-2011-3660,51133,2011-10-04,2011-12-20,2011-12-20
106,691873,1eca7dca8152 781ed08803ea,CVE-2011-3660,51133,2011-10-04,2011-12-20,2011-12-20
107,692817,aa47e51cbd8a bb54e4c3ad09 a7beadd61664,CVE-2012-0443,51756,2011-10-07,2012-01-31,2012-01-31
108,693143,86e70adaf190 365d0a50014a 2453d5384fea 8532e30e372a f4e11a42ed9a eb256dc10994,CVE-2011-3660,51133,2011-10-09,2011-12-20,2011-12-20
109,693399,09ad1943c19a 1d95a296ebda,CVE-2012-0442,51756,2011-10-10,2012-01-31,2012-01-31
110,694576,c02f25c177e3,CVE-2012-0475,53230,2011-10-14,2012-04-24,2012-04-24
111,694953,bae188e97e34 532d27c289de 2c5518595251,CVE-2011-3654,50602,2011-10-17,2011-11-08,2011-11-08
112,695076,d68e03ca27dc,CVE-2012-0443,51756,2011-10-17,2012-01-31,2012-01-31
113,696579,ebd6501de883 152e68819fd7,CVE-2011-3660,51133,2011-10-22,2011-12-20,2011-12-20
114,696748,053bb31882c4 6dc5acdc2cbe 2f0d90c7f5c7,CVE-2012-0443,51756,2011-10-24,2012-01-31,2012-01-31
115,697255,9507d7ca0f58 b16983396f30,CVE-2011-3660,51133,2011-10-25,2011-12-20,2011-12-20
116,699033,69255fe4cb94 fa54977e954e 42612e9b5e2c,CVE-2012-0462,52467,2011-11-02,2012-03-13,2012-03-13
117,700512,d20b9d389776 a45dd5ac1f90 6858e50813de,CVE-2011-3660,51133,2011-11-07,2011-12-20,2011-12-20
118,701071,dfff3e59ef23 9871079caf78,CVE-2012-0445,51765,2011-11-09,2012-01-31,2012-01-31
119,701259,9f27da086fe3 62676e1529c2 05255b6a0f42,CVE-2011-3665,,2011-11-09,2011-12-20,2011-12-20
120,702466,aee879a3190a 79d0b6168a53 dba0b31edfbf 95dd0a69c672 1c2291b526cb 4a961cfc4408 c5898e7a8d36 26ec9f4367b2 97e6aa5f0523,CVE-2012-0449,51754,2011-11-14,2012-01-31,2012-01-31
121,706249,8304db7e46bb 12c96ed8154d 9f3a16bf8afc,CVE-2011-3660,51133,2011-11-29,2011-12-20,2011-12-20
122,706381,025fa101a51b,CVE-2012-0467,53223,2011-11-29,2012-04-24,2012-04-24
123,708825,428dbcf861b5 8ea9983dc063 92b07ee2bfc2,CVE-2012-0467,53223,2011-12-08,2012-04-24,2012-04-24
124,710079,9fae755f5103 80eba9145df9,CVE-2012-0447,51757,2011-12-12,2012-01-31,2012-01-31
125,711651,2cff3f89e54b 0d8490e27457,CVE-2012-0443,51756,2011-12-16,2012-01-31,2012-01-31
126,712289,62635aac38dd b4195741db43 8b89bc45b439 59d8e5608ab7,CVE-2012-0443,51756,2011-12-20,2012-01-31,2012-01-31
127,712572,b971ace649b2 5cabc9128f1e 10705251c038,CVE-2012-0462,52467,2011-12-21,2012-03-13,2012-03-13
128,712914,461760e5dbd5,CVE-2012-1949,54580,2011-12-22,2012-07-17,2012-07-17
129,713209,721203297177,CVE-2012-0443,51756,2011-12-23,2012-01-31,2012-01-31
130,714590,2e93b93bd8a8 77a5d4052be1 09063407efb3,CVE-2012-0462,52467,2012-01-02,2012-03-13,2012-03-13
131,714600,1a8a06e6c634 a0027a963235 139e57394142,CVE-2012-0443,51756,2012-01-02,2012-01-31,2012-01-31
132,714616,03023caa6ba1 18df24d8df7e 47a3904d3523,CVE-2012-0468,53221,2012-01-02,2012-04-24,2012-04-24
133,715319,16c6de083029 db02a6ae2953 99df4b894a09 88fd8ce7ce5d,CVE-2012-0471,53219,2012-01-04,2012-04-24,2012-04-24
134,715662,6c3cea75e5ba c6ef2c476d17 a1a53d18a8bd,CVE-2012-0443,51756,2012-01-05,2012-01-31,2012-01-31
135,716556,e0e35faac08c,CVE-2012-0467,53223,2012-01-09,2012-04-24,2012-04-24
136,717488,d07ba367be52,CVE-2012-1949,54580,2012-01-11,2012-07-17,2012-07-17
137,717511,f3bcb3c7e5d8 5b9d4fd12bde 8bf839d9f52b,CVE-2012-0451,52463,2012-01-11,2012-03-13,2012-03-13
138,718202,be734df2dcab e44cc659b759 9ce530c3cf52,CVE-2012-0462,52467,2012-01-14,2012-03-13,2012-03-13
139,718203,e2f69ad2782b 4c58bb4638a4 6ff957842178 e7946e3fb9ab,CVE-2012-0458,52460,2012-01-14,2012-03-13,2012-03-13
140,718290,000eb13cb3ba dd9f0911976b c3a418c44e8c 4e4dd48e0b31,CVE-2012-1949,54580,2012-01-15,2012-07-17,2012-07-17
141,718516,10d168a89132 56664e0e2f2e 053d3cc103cb,CVE-2012-0462,52467,2012-01-16,2012-03-13,2012-03-13
142,718573,58d38bc9de23 24b776d91fdb dac6479027cb,CVE-2012-0477,53229,2012-01-17,2012-04-24,2012-04-24
143,719612,a4d83f2fb3f2 b3b7cb84a0d9 1bbf2c5b0af8,CVE-2012-0444,51753,2012-01-19,2012-01-31,2012-01-31
144,720103,29dcc30b7ff5 1aeba59aa111 836b5e3bc816 529a3bebd807,CVE-2012-0457,52459,2012-01-21,2012-03-13,2012-03-13
145,720305,8085a3fff93c,CVE-2012-0467,53223,2012-01-22,2012-04-24,2012-04-24
146,720380,cb324931ea22 6b8c57dc160a 9f4a06e3fdb0,CVE-2012-0462,52467,2012-01-23,2012-03-13,2012-03-13
147,722831,a101d8932e91 4cee1607a72e,CVE-2013-0792,58828,2012-01-31,2013-04-02,2013-04-02
148,723446,880df44948d8 68fb495e3183 edef91ca0282,CVE-2012-0459,52457,2012-02-02,2012-03-13,2012-03-13
149,723453,b84e21604bc4 6e53f939f795,CVE-2012-0467,53223,2012-02-02,2012-04-24,2012-04-24
150,723465,917f69eb26ef cfaabe5f04be 14d93414e972,CVE-2012-1937,53800,2012-02-02,2012-06-05,2012-06-05
151,723773,3d8b2998c103,CVE-2012-1938,,2012-02-02,2012-06-05,2012-06-05
152,723808,9c61f21247f7 1fc8e624ab13 07b25bee8bd1 56eb942d7c13,CVE-2012-0458,52460,2012-02-02,2012-03-13,2012-03-13
153,723971,003ffd062130,CVE-2012-1938,,2012-02-03,2012-06-05,2012-06-05
154,724284,3c1cdbbea964 623643384911 ab1685df6e2f f40eead88b1c,CVE-2012-0452,51975,2012-02-04,2012-02-10,2012-02-10
155,725499,498d2784a240 c53704c5e1e7,CVE-2012-1949,54580,2012-02-08,2012-07-17,2012-07-17
156,725770,74649a7a17c8 80af99a29753,CVE-2012-3988,55931,2012-02-09,2012-10-09,2012-10-09
157,726264,cc89df1b08ae,CVE-2012-5354,57181,2012-02-10,2012-10-09,2012-10-09
158,727330,75eb6956410b 76dddb5a8ae7 935e8d973a75,CVE-2012-0462,52467,2012-02-14,2012-03-13,2012-03-13
159,727401,592c27677267 c6fcc091279c f21c6aa0f8c2 bd611a3115b0,CVE-2011-3026,52049,2012-02-15,2012-02-15,2012-02-15
160,727547,7532bf93435c 074b9b33b2a0 d982174345c8,CVE-2012-0478,53227,2012-02-15,2012-04-24,2012-04-24
161,730415,7425d7896105,CVE-2012-1938,,2012-02-24,2012-06-05,2012-06-05
162,732870,b37799afa959 f123feca7157,CVE-2012-1971,55264,2012-03-04,2012-08-28,2012-08-28
163,732941,eeb3752c717c 8486e1b8a256,CVE-2012-0467,53223,2012-03-05,2012-04-24,2012-04-24
164,732951,95bdf5f7298a a1184da0d6ea 7a0ad2623e73 3afc314d0de3 89759fa12b92 9d0f242dd277 e08b72a676c4 6395e457aec8 775ca6f1dd65,CVE-2012-0467,53223,2012-03-05,2012-04-24,2012-04-24
165,733282,2e3760562b6c 772477595ea4 35f34594bd5e,CVE-2012-0467,53223,2012-03-05,2012-04-24,2012-04-24
166,733305,24783c876df0 afbfb6fa3839 355955f82d0b 24566e7f1b5d,CVE-2013-0747,57185,2012-03-06,2013-01-08,2013-01-08
167,733979,b25a3f1a4bd7 d3f3fe75c253 a8b5d0ac89ff,CVE-2012-0467,53223,2012-03-07,2012-04-24,2012-04-24
168,734288,a521a6586e53 5e17a59bb505,CVE-2012-0470,53225,2012-03-08,2012-04-24,2012-04-24
169,735073,01ffc413b4cc bb3d8a18edd5,CVE-2012-0467,53223,2012-03-12,2012-04-24,2012-04-24
170,735943,75f461e05221 18753a4ee7cd a958bd24a213,CVE-2012-0467,53223,2012-03-14,2012-04-24,2012-04-24
171,736012,a2128894e47f 057de3c5ea22,CVE-2012-1938,,2012-03-15,2012-06-05,2012-06-05
172,736589,3eea0725665e b5ac0b502079 be73dfc96f93,CVE-2012-0467,53223,2012-03-16,2012-04-24,2012-04-24
173,736609,8f783fc30dd3 863691ed9f15 07381182a1e8,CVE-2012-0467,53223,2012-03-16,2012-04-24,2012-04-24
174,737182,bd9c99b055ab 7474b9e08e0d 3674e711982a f80a1c880b7a,CVE-2012-0467,53223,2012-03-19,2012-04-24,2012-04-24
175,737307,612fd2e764fd,CVE-2012-0474,53228,2012-03-19,2012-04-24,2012-04-24
176,737875,8042c37b8100 3074d3eb0f34 0b4ec3bcf064,CVE-2012-0467,53223,2012-03-21,2012-04-24,2012-04-24
177,738396,19a4abd04dce b24d1437c6f3 5d38d2a6e4c1 de553526d1f8 20a1cd5be4fb 819cefc60ade 24df0a207416 10544c91e1d6,CVE-2013-1717,61896,2012-03-22,2013-08-06,2013-08-06
178,738841,f6b7b4b9f235,CVE-2012-1949,54580,2012-03-23,2012-07-17,2012-07-17
179,738985,008838e028ba 426df312cfa3,CVE-2012-0469,,2012-03-24,2012-04-25,2012-04-24
180,739925,baf59f769aed 4696c6beca3d 63e71ea24257,CVE-2011-3062,53222,2012-03-28,2012-03-28,2012-03-28
181,740595,d32163dc9902 7dfac7263e72 0f0c508e014d,CVE-2012-0467,53223,2012-03-29,2012-04-24,2012-04-24
182,743475,8a4ef59d7490 144d327b35a9 7b1f6af2b2d7,CVE-2012-0473,53231,2012-04-07,2012-04-24,2012-04-24
183,744480,2f77fddb6f7a 3bd6203cc61b 1117e4172a90,CVE-2012-0472,53218,2012-04-11,2012-04-24,2012-04-24
184,744541,6c0fdf2079a9 382eea58c0f4,CVE-2012-1947,53791,2012-04-11,2012-06-05,2012-06-05
185,745158,2f7d9cc63a6a 90641bda34ec,CVE-2012-1970,55266,2012-04-13,2012-08-28,2012-08-28
186,745254,625cac524c57 cd5706ecd364 e4adf9011bfc,CVE-2012-1937,53800,2012-04-13,2012-06-05,2012-06-05
187,745494,559cd0ff610c e13879b89d80,CVE-2012-1937,53800,2012-04-14,2012-06-05,2012-06-05
188,745580,df08546b7cc4 afbc5301a0f1,CVE-2012-1937,53800,,2012-06-05,2012-06-05
189,746103,907a48923ab4 dd930d15a218,CVE-2012-1948,54580,2012-04-17,2012-07-17,2012-07-17
190,746855,9d7cf67c125e 92d17113de26 5a85437b01b9,CVE-2012-3972,55310,2012-04-18,2012-08-28,2012-08-28
191,747688,c92a2293ad18 0cb419f67ab7 338785a9d6d9 8945664d56b6,CVE-2012-1940,53794,2012-04-21,2012-06-05,2012-06-05
192,748119,f6f8a9d335fe 3a3737f41b41,CVE-2012-1971,55264,2012-04-23,2012-08-28,2012-08-28
193,748764,c9e68a3cb207 43265ac8befd b906d4ad6124,CVE-2012-1942,,2012-04-25,2012-06-05,2012-06-05
194,749039,0e883cf61970,CVE-2012-1971,55264,2012-04-25,2012-08-28,2012-08-28
195,749385,7d05bf4570bd 61c987f44572 439fdaa19343,CVE-2012-1948,54580,2012-04-26,2012-07-17,2012-07-17
196,750096,3a8ee10cf6ec c233e8733ba3 d6febb18a5be b0aa9c9e9d91,CVE-2012-1957,54583,2012-04-29,2012-07-17,2012-07-17
197,750109,6e9d62160729 dcc4f7b30335 c8c144ad1185,CVE-2012-1946,53792,2012-04-29,2012-06-05,2012-06-05
198,750575,5581c3b2a95c 2c15c260e7b9 dc903fbd5f39,CVE-2012-1948,54580,2012-04-30,2012-07-17,2012-07-17
199,750820,1d8494a681e3 943bca296b0c 2ea979a7f531,CVE-2012-1958,54574,2012-05-01,2012-07-17,2012-07-17
200,750850,06f397d1f997 f4aacb7f246f 64df0e604ded,CVE-2012-1943,53807,2012-05-01,2012-06-05,2012-06-05
201,750932,3a10f2f0401a,CVE-2013-1719,62462,2012-05-01,2013-09-17,2013-09-17
202,751422,e0204c492e54 22fbb77fc585 4c55969f64f9,CVE-2012-1944,53801,2012-05-02,2012-06-05,2012-06-05
203,752038,3bfee91d5f09,CVE-2012-1971,55264,2012-05-04,2012-08-28,2012-08-28
204,752662,8789a1dc555d 9e96c2d39ced,CVE-2012-1949,54580,2012-05-07,2012-07-17,2012-07-17
205,752902,003306c4fe88 500bb214b542,CVE-2012-1951,54578,2012-05-08,2012-07-17,2012-07-17
206,753162,eca1167488ca 8859b02413f4,CVE-2012-1971,55264,2012-05-08,2012-08-28,2012-08-28
207,753230,de36859eb332,CVE-2012-3971,55304,2012-05-08,2012-08-28,2012-08-28
208,754725,84af366e007f 1f4ac5f52188 6a43080525ab,CVE-2012-1949,54580,2012-05-13,2012-07-17,2012-07-17
209,755916,1d70f1cf90e8,CVE-2012-1971,55264,2012-05-16,2012-08-28,2012-08-28
210,756581,b6e705adb98a 24fd5fefb4f2 f78e447e52f6 e1a5e0a809ff 8482faeb8a8b 38e0dbf44ee5,CVE-2013-0770,57185,2012-05-18,2013-01-08,2013-01-08
211,756600,cb27363cfba1 f38511c875c8,CVE-2012-1948,54580,2012-05-18,2012-07-17,2012-07-17
212,757376,1b34d689a6ba 851b070766ad c6680c9f29fe,CVE-2012-1955,54586,2012-05-22,2012-07-17,2012-07-17
213,757431,a79fe8932e3f 733e912f7e05 0ad2987252b2,CVE-2012-1949,54580,2012-05-22,2012-07-17,2012-07-17
214,758200,e36ba60ece12 eaf3765dbed9,CVE-2012-4202,56614,2012-05-24,2012-11-20,2012-11-20
215,758344,17a545fb6702 139156d111b6 c529dbb61c9d 181fd83fcdfb dc6100777c36,CVE-2012-1967,54573,2012-05-24,2012-07-17,2012-07-17
216,758408,2fe4ea4a614e 81c6465d31b6 5c6e3097670e,CVE-2012-1970,55266,2012-05-24,2012-08-28,2012-08-28
217,758471,a172444cca11 a272c966d0ca,CVE-2012-1948,54580,2012-05-24,2012-07-17,2012-07-17
218,759249,a8ac8aa731dd 05bd034be8af 076b2d0381c7 922ad7eebb8e 8edb9d3cc28d,CVE-2012-1952,54578,2012-05-28,2012-07-17,2012-07-17
219,761448,224712fc024e b88a7f958592 481124f1a662,CVE-2013-0783,58030,2012-06-04,2013-02-19,2013-02-19
220,761655,62b3098ddd9b 4f801d0a2d3f 094f6bd2f953,CVE-2012-1961,54584,2012-06-05,2012-07-18,2012-07-17
221,761667,e5f8c65894da 27d47826a8e8,CVE-2013-1696,60788,2012-06-05,2013-06-25,2013-06-25
222,761831,b42e44601363 69c8c2360d62 10322e173818,CVE-2012-1970,55266,2012-06-05,2012-08-28,2012-08-28
223,763225,5674051c17d7 c01bd3028fc7 f40e8de1ed49,CVE-2012-1948,54580,2012-06-09,2012-07-17,2012-07-17
224,764176,970f2d233615 cf0d8079a6d8 8971a306e188,CVE-2012-1970,55266,2012-06-12,2012-08-28,2012-08-28
